ID,Sn,Sp,Accuracy,MCC,ROC-AUC,K,Details
1,81.07700101317123,93.93437918109304,90.7198490389845,75.68300455456837,87.50569009713213,75.33374058986645,StratifiedKFold 10 Fold and 100 Trees.
2,80.50188818273925,93.60073944704885,90.32558220103246,74.68510282095288,87.05131381489404,74.26824336275746,StratifiedKFold 10 Fold and 200 Trees.
3,80.95615731785945,93.70182104155815,90.51516002154908,75.20379166877818,87.3289891797088,74.82744004983715,StratifiedKFold 10 Fold and 300 Trees.
4,81.07672469374597,93.71194247837322,90.55298130408862,75.2923450940337,87.39433358605959,74.90415063261077,StratifiedKFold 10 Fold and 400 Trees.
5,81.07736943907156,93.87374248041588,90.6744462988856,75.57518974851115,87.47555595974373,75.20025453618257,StratifiedKFold 10 Fold and 500 Trees.
6,81.01731601731602,93.77259960576441,90.58342230188487,75.31395521811291,87.39495781154021,74.96028583103907,StratifiedKFold 10 Fold and 600 Trees.
7,81.28967486414295,93.78277210936463,90.65928327918,75.55140727424393,87.53622348675378,75.18488309744042,StratifiedKFold 10 Fold and 700 Trees.
8,81.07727733259648,93.7119731184443,90.55305028783522,75.27081493320887,87.39462522552039,74.90514248740814,StratifiedKFold 10 Fold and 800 Trees.
9,81.38058395505203,93.641184340881,90.57577750826907,75.40436117804529,87.51088414796652,75.02026562526059,StratifiedKFold 10 Fold and 900 Trees.
10,81.07700101317123,93.62097210732196,90.48478224650682,75.11372104580428,87.34898656024659,74.76504618942211,StratifiedKFold 10 Fold and 1000 Trees.
11,81.38003131620152,93.66143742786817,90.59093475826649,75.42586186815988,87.52073437203484,75.05212281545899,StratifiedKFold 10 Fold and 1100 Trees.
12,81.16846274293083,93.58054764020386,90.47723523288512,75.14454246242445,87.37450519156734,74.7780880919257,StratifiedKFold 10 Fold and 1200 Trees.
13,81.04688219581837,93.70188232170032,90.5379390037607,75.25625547998422,87.37438225875934,74.8624490451817,StratifiedKFold 10 Fold and 1300 Trees.
14,81.5015197568389,93.73218535200336,90.67433130563825,75.63949007022575,87.61685255442113,75.27249159369264,StratifiedKFold 10 Fold and 1400 Trees.
15,81.1680022105554,93.72208434190235,90.58339350563739,75.375436921185,87.44504327622887,75.00230994963876,StratifiedKFold 10 Fold and 1500 Trees.
16,81.22906880353689,93.68163944807019,90.56820753783263,75.34870682444871,87.45535412580354,74.98536598654152,StratifiedKFold 10 Fold and 1600 Trees.
17,81.07690890669615,93.67151801125512,90.52270700902407,75.21621530342055,87.37421345897563,74.86262510412618,StratifiedKFold 10 Fold and 1700 Trees.
18,81.19821313438335,93.66142721451114,90.54547450411275,75.30232253462819,87.42982017444724,74.91377581653687,StratifiedKFold 10 Fold and 1800 Trees.
19,81.1984894538086,93.66138636108302,90.54544576887427,75.3056090321297,87.42993790744582,74.93451689214514,StratifiedKFold 10 Fold and 1900 Trees.
20,81.07746154554665,93.65133641776715,90.50760147722657,75.18646550128624,87.3643989816569,74.82026124136809,StratifiedKFold 10 Fold and 2000 Trees.
21,81.1381597126278,93.75240779891942,90.59857379088966,75.39040538771786,87.44528375577362,75.02309983027978,StratifiedKFold 10 Fold and 2100 Trees.
22,81.10767246937459,93.66142721451114,90.52272426585519,75.22309146457636,87.38454984194287,74.85309491411928,StratifiedKFold 10 Fold and 2200 Trees.
23,81.35009671179884,93.75240779891942,90.65161556361177,75.56061665977315,87.55125225535913,75.18942729113385,StratifiedKFold 10 Fold and 2300 Trees.
24,81.19867366675878,93.66142721451114,90.5454860173824,75.29434263964929,87.43005044063496,74.92543704261382,StratifiedKFold 10 Fold and 2400 Trees.
25,81.04688219581837,93.69177109824228,90.53031726283092,75.2108486112981,87.36932664703032,74.8467963588892,StratifiedKFold 10 Fold and 2500 Trees.
26,81.04688219581837,93.72210476861639,90.55309047533436,75.26472476198265,87.38449348221738,74.8985316126569,StratifiedKFold 10 Fold and 2600 Trees.
27,81.01648705904026,93.72208434190235,90.54546299955868,75.26012032005451,87.3692857004713,74.88400000477228,StratifiedKFold 10 Fold and 2700 Trees.
28,81.22879248411164,93.7018721083433,90.58338204466116,75.37330189958205,87.46533229622746,75.02250722440237,StratifiedKFold 10 Fold and 2800 Trees.
29,81.13779128672746,93.72207412854532,90.57580629580099,75.35569477625157,87.42993270763638,74.98544368116049,StratifiedKFold 10 Fold and 2900 Trees.
30,81.13797549967762,93.7119731184443,90.56823052079407,75.33222552790964,87.42497430906097,74.96507530581091,StratifiedKFold 10 Fold and 3000 Trees.
