ID,Sn,Sp,Accuracy,MCC,ROC-AUC,K,Details
1,90.30303030303031,94.78787878787878,93.66666666666667,83.52162867892963,92.54545454545455,83.44165298312873,StratifiedShuffleSplit 10 Fold and 100 Trees.
2,90.9090909090909,94.58585858585859,93.66666666666667,83.61051779417265,92.74747474747475,83.50975380249109,StratifiedShuffleSplit 10 Fold and 200 Trees.
3,91.33333333333333,94.79797979797979,93.93181818181819,84.28844886163199,93.06565656565657,84.1867285583593,StratifiedShuffleSplit 10 Fold and 300 Trees.
4,91.72727272727273,95.14141414141415,94.28787878787878,85.1730246888332,93.43434343434343,85.09035331717861,StratifiedShuffleSplit 10 Fold and 400 Trees.
5,91.78787878787878,94.9090909090909,94.12878787878788,84.80214026534048,93.34848484848484,84.70698500282622,StratifiedShuffleSplit 10 Fold and 500 Trees.
6,92.0909090909091,94.67676767676768,94.03030303030303,84.63034433278376,93.38383838383838,84.50363856845127,StratifiedShuffleSplit 10 Fold and 600 Trees.
7,90.78787878787878,94.75757575757576,93.76515151515152,83.81234547962023,92.77272727272727,83.72919876926487,StratifiedShuffleSplit 10 Fold and 700 Trees.
8,91.81818181818181,94.58585858585859,93.89393939393939,84.28227335330769,93.20202020202021,84.15188583039188,StratifiedShuffleSplit 10 Fold and 800 Trees.
9,91.84848484848484,94.57575757575758,93.89393939393939,84.27049439695855,93.21212121212122,84.14381426251876,StratifiedShuffleSplit 10 Fold and 900 Trees.
10,91.54545454545455,94.61616161616162,93.84848484848484,84.11885584109059,93.08080808080808,84.00829722029026,StratifiedShuffleSplit 10 Fold and 1000 Trees.
11,91.81818181818181,94.78787878787878,94.04545454545455,84.60747464189467,93.30303030303031,84.50304584515254,StratifiedShuffleSplit 10 Fold and 1100 Trees.
12,91.54545454545455,94.8080808080808,93.99242424242425,84.44806190911697,93.17676767676768,84.3532050055936,StratifiedShuffleSplit 10 Fold and 1200 Trees.
13,92.12121212121212,94.96969696969697,94.25757575757575,85.16811532126253,93.54545454545455,85.05796465681709,StratifiedShuffleSplit 10 Fold and 1300 Trees.
14,92.78787878787878,94.44444444444444,94.03030303030303,84.7362976581364,93.61616161616162,84.56964635496536,StratifiedShuffleSplit 10 Fold and 1400 Trees.
15,91.57575757575758,95.0,94.14393939393939,84.81875134945761,93.2878787878788,84.72120183416689,StratifiedShuffleSplit 10 Fold and 1500 Trees.
16,92.2121212121212,94.98989898989899,94.29545454545455,85.24764731943871,93.6010101010101,85.14857488876868,StratifiedShuffleSplit 10 Fold and 1600 Trees.
17,92.36363636363636,94.85858585858585,94.23484848484848,85.1447911295074,93.61111111111111,85.02273169233423,StratifiedShuffleSplit 10 Fold and 1700 Trees.
18,92.18181818181819,94.33333333333333,93.79545454545455,84.11399271070752,93.25757575757575,83.95671687600186,StratifiedShuffleSplit 10 Fold and 1800 Trees.
19,91.63636363636364,94.77777777777777,93.99242424242424,84.47967020954238,93.20707070707071,84.36805496433614,StratifiedShuffleSplit 10 Fold and 1900 Trees.
20,90.9090909090909,94.77777777777777,93.81060606060606,83.93065252436612,92.84343434343434,83.84870005111813,StratifiedShuffleSplit 10 Fold and 2000 Trees.
21,91.63636363636364,95.0,94.1590909090909,84.85136011357122,93.31818181818181,84.75972962440181,StratifiedShuffleSplit 10 Fold and 2100 Trees.
22,91.69696969696969,94.76767676767676,94.0,84.49121564571148,93.23232323232324,84.38239414323493,StratifiedShuffleSplit 10 Fold and 2200 Trees.
23,91.7878787878788,94.96969696969697,94.17424242424242,84.91216954622737,93.37878787878788,84.82034737970517,StratifiedShuffleSplit 10 Fold and 2300 Trees.
24,91.9090909090909,94.71717171717172,94.01515151515152,84.55734593209013,93.31313131313132,84.43875075400446,StratifiedShuffleSplit 10 Fold and 2400 Trees.
25,92.15151515151516,94.92929292929293,94.23484848484848,85.10167672473487,93.54040404040404,84.99506468281788,StratifiedShuffleSplit 10 Fold and 2500 Trees.
26,91.57575757575758,94.75757575757575,93.96212121212122,84.38999395709055,93.16666666666667,84.2794855320691,StratifiedShuffleSplit 10 Fold and 2600 Trees.
27,90.96969696969697,95.1919191919192,94.13636363636364,84.69967691708237,93.08080808080808,84.63994080278601,StratifiedShuffleSplit 10 Fold and 2700 Trees.
28,92.0,94.5959595959596,93.9469696969697,84.41667146067948,93.2979797979798,84.28529904514005,StratifiedShuffleSplit 10 Fold and 2800 Trees.
29,91.57575757575758,94.61616161616162,93.85606060606061,84.15285668617878,93.09595959595958,84.03248927526388,StratifiedShuffleSplit 10 Fold and 2900 Trees.
30,91.87878787878788,95.1010101010101,94.29545454545455,85.21432505146485,93.48989898989899,85.12495843125357,StratifiedShuffleSplit 10 Fold and 3000 Trees.
